,SampleID,Field,CropID,SampleDate,AnalysisDate,Parameter,DataType,WS_Current,WS_Ideal,WS_Needed,Mehlich_Current,Mehlich_Ideal,Mehlich_Needed,Current,Ideal,Needed
210,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,44.0,120.0,76.0
211,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,2.38,30.0,27.62
212,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,0.0,40.0,40.0
213,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,55.0,68.0,3.51
214,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,33.0,12.0,2.1
215,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,K %,Saturation,,,,,,,4.0,3.5,0.24
216,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,3.0,1.0,0.21
217,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.46,4.0,
218,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,0.9,10.0,
219,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,6.06
220,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,95.0
221,102924-sp-941,c&h 2,15216,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,6.4
222,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Calcium,Nutrient,52.9,40.0,-12.9,1659.31,2075.36,416.05,,,
223,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Magnesium,Nutrient,22.47,7.0,-15.47,614.06,219.74,-394.32,,,
224,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Potassium,Nutrient,10.46,13.0,2.54,130.47,208.3,77.83,,,
225,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Sodium,Nutrient,67.59,10.0,-57.59,57.38,35.1,-22.28,,,
226,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Phosphorus,Nutrient,1.99,0.8,-1.19,6.59,208.3,201.71,,,
227,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Sulfur,Nutrient,21.47,2.0,-19.47,6.84,104.15,97.31,,,
228,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Chloride,Nutrient,58.77,20.0,-38.77,58.77,,,,,
229,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Silicon,Nutrient,29.85,20.0,-9.85,215.72,83.32,-132.4,,,
230,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Iodine,Nutrient,10.22,5.0,-5.22,10.22,,,,,
231,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Boron,Nutrient,4.08,0.75,-3.33,0.61,2.08,1.47,,,
232,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.41,0.5,0.09,0.24,1.25,1.01,,,
233,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Selenium,Nutrient,1.6,0.5,-1.1,0.68,4.17,3.49,,,
234,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Aluminum,Nutrient,6.31,1.0,-5.31,190.09,94.76,-95.33,,,
235,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Iron,Nutrient,9.28,0.75,-8.53,47.38,69.43,22.05,,,
236,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Manganese,Nutrient,1.32,0.07,-1.25,26.65,34.72,8.07,,,
237,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Zinc,Nutrient,0.39,0.06,-0.33,20.59,20.83,0.24,,,
238,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Copper,Nutrient,0.3,0.04,-0.26,3.92,8.33,4.41,,,
239,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,1.23,4.17,2.94,,,
240,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.76,6.2,-0.56
241,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.22,0.64,0.42
242,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.34,0.7,0.36
243,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,27.0,80.0,53.0
244,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,5.4,7.0,1.6
245,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,229.57,1000.0,770.43
246,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,178.72,60.0,-118.72
247,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,102.0,120.0,18.0
248,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.0,30.0,30.0
249,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,0.11,40.0,39.89
250,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,54.0,68.0,8.3
251,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,34.0,12.0,5.12
252,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,K %,Saturation,,,,,,,2.0,3.5,0.33
253,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,2.0,1.0,0.25
254,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.64,4.0,
255,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,3.6,10.0,
256,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,14.0
257,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,92.0
258,102924-sp-942,sp-50,8932,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,15.26
259,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Calcium,Nutrient,38.16,40.0,1.84,810.4,1177.76,367.36,,,
260,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Magnesium,Nutrient,23.22,7.0,-16.22,415.25,124.7,-290.55,,,
261,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Potassium,Nutrient,0.0,13.0,13.0,61.57,118.21,56.64,,,
262,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Sodium,Nutrient,43.36,10.0,-33.36,64.56,19.92,-44.64,,,
263,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Phosphorus,Nutrient,2.73,0.8,-1.93,6.68,118.21,111.53,,,
264,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Sulfur,Nutrient,21.44,2.0,-19.44,6.88,59.1,52.22,,,
265,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Chloride,Nutrient,135.59,20.0,-115.59,135.59,,,,,
266,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Silicon,Nutrient,56.11,20.0,-36.11,257.54,47.28,-210.26,,,
267,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Iodine,Nutrient,2.98,5.0,2.02,2.98,,,,,
268,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Boron,Nutrient,4.03,0.75,-3.28,0.55,1.18,0.63,,,
269,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.33,0.5,0.17,0.21,1.25,1.04,,,
270,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Selenium,Nutrient,1.63,0.5,-1.13,1.22,2.36,1.14,,,
271,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Aluminum,Nutrient,26.04,1.0,-25.04,265.18,140.48,-124.7,,,
272,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Iron,Nutrient,29.79,0.75,-29.04,70.24,39.4,-30.84,,,
273,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Manganese,Nutrient,4.18,0.07,-4.11,69.26,19.7,-49.56,,,
274,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Zinc,Nutrient,0.2,0.06,-0.14,1.75,11.82,10.07,,,
275,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Copper,Nutrient,0.38,0.04,-0.34,3.25,4.73,1.48,,,
276,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,1.68,2.36,0.68,,,
277,102924-sp-943,gj,9302,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.76,6.2,-0.56
278,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.06,0.64,0.58
279,102924-sp-943,gj,9302,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.09,0.7,0.61
280,102924-sp-943,gj,9302,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,28.0,80.0,52.0
281,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,2.18,7.0,4.82
282,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,133.4,1000.0,866.6
283,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,246.59,60.0,-186.59
284,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,63.6,120.0,56.4
285,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.19,30.0,29.81
286,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,2.56,40.0,37.44
287,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,47.0,68.0,4.05
288,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,40.0,12.0,3.46
289,102924-sp-943,gj,9302,2024-10-07,2024-10-29,K %,Saturation,,,,,,,2.0,3.5,0.16
290,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,3.0,1.0,0.28
291,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.64,4.0,
292,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,3.6,10.0,
293,102924-sp-943,gj,9302,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,7.95
294,102924-sp-943,gj,9302,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,92.0
295,102924-sp-943,gj,9302,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,8.66
296,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Calcium,Nutrient,40.89,40.0,-0.89,1741.7,2501.04,759.34,,,
297,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Magnesium,Nutrient,20.84,7.0,-13.84,889.33,264.82,-624.51,,,
298,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Potassium,Nutrient,14.7,13.0,-1.7,207.99,251.02,43.03,,,
299,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Sodium,Nutrient,35.99,10.0,-25.99,77.65,42.3,-35.35,,,
300,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Phosphorus,Nutrient,2.9,0.8,-2.1,12.52,251.02,238.5,,,
301,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Sulfur,Nutrient,21.9,2.0,-19.9,6.09,125.51,119.42,,,
302,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Chloride,Nutrient,90.46,20.0,-70.46,90.46,,,,,
303,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Silicon,Nutrient,31.82,20.0,-11.82,324.65,100.41,-224.24,,,
304,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Iodine,Nutrient,5.38,5.0,-0.38,5.38,,,,,
305,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Boron,Nutrient,3.96,0.75,-3.21,0.69,2.5,1.81,,,
306,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.06,0.5,0.44,0.26,1.25,0.99,,,
307,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Selenium,Nutrient,1.5,0.5,-1.0,0.29,5.02,4.73,,,
308,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Aluminum,Nutrient,11.65,1.0,-10.65,332.3,194.14,-138.16,,,
309,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Iron,Nutrient,16.13,0.75,-15.38,97.07,83.67,-13.4,,,
310,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Manganese,Nutrient,1.31,0.07,-1.24,77.52,41.84,-35.68,,,
311,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Zinc,Nutrient,0.21,0.06,-0.15,2.88,25.1,22.22,,,
312,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Copper,Nutrient,0.21,0.04,-0.17,2.59,10.04,7.45,,,
313,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,2.28,5.02,2.74,,,
314,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.8,6.2,-0.6
315,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.19,0.64,0.45
316,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.3,0.7,0.4
317,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,26.0,80.0,54.0
318,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,4.24,7.0,2.76
319,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,169.79,1000.0,830.21
320,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,218.11,60.0,-158.11
321,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,92.4,120.0,27.6
322,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,1.15,30.0,28.85
323,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,0.0,40.0,40.0
324,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,47.0,68.0,8.71
325,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,40.0,12.0,7.41
326,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,K %,Saturation,,,,,,,3.0,3.5,0.53
327,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,2.0,1.0,0.34
328,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.6,4.0,
329,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,3.0,10.0,
330,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,16.99
331,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,92.0
332,102924-sp-944,golf-p,6242,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,18.39
333,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Calcium,Nutrient,33.5,40.0,6.5,1826.77,2355.52,528.75,,,
334,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Magnesium,Nutrient,14.76,7.0,-7.76,694.22,249.41,-444.81,,,
335,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Potassium,Nutrient,18.89,13.0,-5.89,157.17,236.42,79.25,,,
336,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Sodium,Nutrient,32.61,10.0,-22.61,81.29,39.84,-41.45,,,
337,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Phosphorus,Nutrient,2.29,0.8,-1.49,5.6,236.42,230.82,,,
338,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Sulfur,Nutrient,20.56,2.0,-18.56,7.51,118.21,110.7,,,
339,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Chloride,Nutrient,84.54,20.0,-64.54,84.54,,,,,
340,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Silicon,Nutrient,40.61,20.0,-20.61,392.4,94.57,-297.83,,,
341,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Iodine,Nutrient,3.03,5.0,1.97,3.03,,,,,
342,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Boron,Nutrient,4.07,0.75,-3.32,0.66,2.36,1.7,,,
343,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.14,0.5,0.36,0.25,1.25,1.0,,,
344,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Selenium,Nutrient,1.67,0.5,-1.17,0.97,4.73,3.76,,,
345,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Aluminum,Nutrient,11.4,1.0,-10.4,407.95,207.66,-200.29,,,
346,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Iron,Nutrient,14.59,0.75,-13.84,103.83,78.81,-25.02,,,
347,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Manganese,Nutrient,0.97,0.07,-0.9,72.52,39.4,-33.12,,,
348,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Zinc,Nutrient,0.15,0.06,-0.09,3.69,23.64,19.95,,,
349,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Copper,Nutrient,0.2,0.04,-0.16,2.5,9.46,6.96,,,
350,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,2.06,4.73,2.67,,,
351,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.68,6.2,-0.48
352,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.06,0.64,0.58
353,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.09,0.7,0.61
354,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,33.0,80.0,47.0
355,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,3.76,7.0,3.24
356,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,130.8,1000.0,869.2
357,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,144.96,60.0,-84.96
358,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,87.6,120.0,32.4
359,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,15.63,30.0,14.37
360,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,0.05,40.0,39.95
361,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,53.0,68.0,9.13
362,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,33.0,12.0,5.79
363,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,K %,Saturation,,,,,,,2.0,3.5,0.4
364,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,2.0,1.0,0.35
365,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.72,4.0,
366,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,4.8,10.0,
367,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,15.67
368,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,90.0
369,102924-sp-945,bi-1,9300,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,17.32
370,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Calcium,Nutrient,45.17,40.0,-5.17,1417.8,2146.08,728.28,,,
371,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Magnesium,Nutrient,27.85,7.0,-20.85,835.55,227.23,-608.32,,,
372,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Potassium,Nutrient,21.18,13.0,-8.18,172.17,215.4,43.23,,,
373,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Sodium,Nutrient,43.64,10.0,-33.64,90.55,36.29,-54.26,,,
374,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Phosphorus,Nutrient,1.04,0.8,-0.24,2.44,215.4,212.96,,,
375,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Sulfur,Nutrient,21.37,2.0,-19.37,8.97,107.7,98.73,,,
376,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Chloride,Nutrient,83.5,20.0,-63.5,83.5,,,,,
377,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Silicon,Nutrient,35.72,20.0,-15.72,313.68,86.16,-227.52,,,
378,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Iodine,Nutrient,12.57,5.0,-7.57,12.57,,,,,
379,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Boron,Nutrient,3.67,0.75,-2.92,1.18,2.15,0.97,,,
380,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.07,0.5,0.43,0.26,1.25,0.99,,,
381,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Selenium,Nutrient,1.87,0.5,-1.37,0.6,4.31,3.71,,,
382,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Aluminum,Nutrient,2.91,1.0,-1.91,205.08,85.6,-119.48,,,
383,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Iron,Nutrient,5.13,0.75,-4.38,42.8,71.8,29.0,,,
384,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Manganese,Nutrient,2.51,0.07,-2.44,59.23,35.9,-23.33,,,
385,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Zinc,Nutrient,0.15,0.06,-0.09,1.86,21.54,19.68,,,
386,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Copper,Nutrient,0.68,0.04,-0.64,4.97,8.62,3.65,,,
387,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,1.87,4.31,2.44,,,
388,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.92,6.2,-0.72
389,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.26,0.64,0.38
390,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.41,0.7,0.29
391,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,18.0,80.0,62.0
392,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,3.78,7.0,3.22
393,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,161.99,1000.0,838.01
394,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,283.25,60.0,-223.25
395,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,87.8,120.0,32.2
396,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.0,30.0,30.0
397,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,0.4,40.0,39.6
398,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,45.0,68.0,7.09
399,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,44.0,12.0,6.96
400,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,K %,Saturation,,,,,,,3.0,3.5,0.44
401,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,2.0,1.0,0.39
402,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.48,4.0,
403,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,1.2,10.0,
404,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,14.88
405,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,94.0
406,102924-sp-946,gl-ranch,12805,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,15.78
407,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Calcium,Nutrient,39.44,40.0,0.56,1314.13,1611.6,297.47,,,
408,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Magnesium,Nutrient,17.87,7.0,-10.87,456.83,170.64,-286.19,,,
409,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Potassium,Nutrient,14.51,13.0,-1.51,60.33,161.75,101.42,,,
410,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Sodium,Nutrient,51.36,10.0,-41.36,97.05,27.25,-69.8,,,
411,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Phosphorus,Nutrient,1.92,0.8,-1.12,4.43,161.75,157.32,,,
412,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Sulfur,Nutrient,18.2,2.0,-16.2,7.24,80.88,73.64,,,
413,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Chloride,Nutrient,89.33,20.0,-69.33,89.33,,,,,
414,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Silicon,Nutrient,48.21,20.0,-28.21,285.19,64.7,-220.49,,,
415,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Iodine,Nutrient,12.17,5.0,-7.17,12.17,,,,,
416,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Boron,Nutrient,3.71,0.75,-2.96,0.65,1.61,0.96,,,
417,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.28,0.5,0.22,0.14,1.25,1.11,,,
418,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Selenium,Nutrient,2.58,0.5,-2.08,0.77,3.24,2.47,,,
419,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Aluminum,Nutrient,12.53,1.0,-11.53,238.75,99.62,-139.13,,,
420,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Iron,Nutrient,15.57,0.75,-14.82,49.81,53.92,4.11,,,
